ruta,tipo,bytes,sha256
src/main/res/drawable/widget_palette_forest_1_root.xml,drawable,278,13cc944bb724126ef6ea8d4be64a2bac10ee2fc73f778639e5c9138e282d187c
src/main/res/drawable/widget_palette_forest_2_root.xml,drawable,278,2f73120e922ce0be4f2f87ee8f00d04308cc17dce291c35da04aebddd108d5cd
src/main/res/drawable/widget_palette_forest_3_root.xml,drawable,278,dd4ca3e2ba28902325fe78770ca0628134abe3e6585add8d38fe93f3d00b2e36
src/main/res/drawable/widget_palette_graphite_0_root.xml,drawable,278,9f8b3c5d923a017f4e6742cd5a37751ddbef3e26275e3d897c14d476091ac7c6
src/main/res/drawable/widget_palette_graphite_1_root.xml,drawable,278,c74ce4cb3670c455c3aea1425eda993651aafea4c4a192f0bc837c68616f6cb8
src/main/res/drawable/widget_palette_graphite_2_root.xml,drawable,278,25fb9c1cedd982ee8d82711690f7f0f0a7d0791a6daab2af0484ba60c482587e
src/main/res/drawable/widget_palette_graphite_3_root.xml,drawable,278,8505e4f5a9888cad7f9e9d796f5ba706b4bfe0b16f2ac0f6b12ee1e8befda60c
src/main/res/drawable/widget_palette_green_0_root.xml,drawable,278,d92cc7e9b4850d430c95eb93f097aa157b41151e9e23626870d67a38aabac5bc
src/main/res/drawable/widget_palette_green_1_root.xml,drawable,278,c13e0e6ac270cc823829bab6a246f042d4e0a65e88f647f8f7371fe6383c5050
src/main/res/drawable/widget_palette_green_2_root.xml,drawable,278,97d75d5debdd2079dc32c93317d2bdf46f73206c1022bc99181b0943cab0534b
src/main/res/drawable/widget_palette_green_3_root.xml,drawable,278,082c0f1c13990ebb4f70c3665455236c5f808f90f2f64ee7aa06b2222e64bdac
src/main/res/drawable/widget_palette_ice_0_root.xml,drawable,278,ee28515acd83d4974df4f8819eed06c4d45d095831bdba343e0ee978a0c42843
src/main/res/drawable/widget_palette_ice_1_root.xml,drawable,278,774b744bef5468727868d120d22e73c09bde6d2200a0412719e02a24583b529e
src/main/res/drawable/widget_palette_ice_2_root.xml,drawable,278,fdb9358d7704e6dec14f12199ac6dc22012c824a36b9b19c1a5e6f0e15f30589
src/main/res/drawable/widget_palette_ice_3_root.xml,drawable,278,b2771bd1ec8c2867018431856ecfa36f7be485610f283a07399fbe3d44568cb4
src/main/res/drawable/widget_palette_indigo_0_root.xml,drawable,278,26a15482b93ede7d1818c33d601049b97add16fd24381d186c1494da633be4da
src/main/res/drawable/widget_palette_indigo_1_root.xml,drawable,278,67632e3f87bac7f145d6fc6d452fc2dccb526a72e58bc4c89169e3b89b5f1e40
src/main/res/drawable/widget_palette_indigo_2_root.xml,drawable,278,278ca6a659f1498c90679228593bc1cbd47cf0efa4ed9d54d61a3b847e0005af
src/main/res/drawable/widget_palette_indigo_3_root.xml,drawable,278,4a8b1a4f050e4240f38463e9ee085058900b97e13c3862a0f2e8915c48f9b729
